#Datasets	EXB037.A3001.unmapped	EXB037.A3201.unmapped	EXB037.A3401.unmapped	LIB030.A0115.unmapped	EXB037.A3101.unmapped	LIB027.A0136.unmapped	LIB030.A0112.unmapped	LIB030.A0113.unmapped	LIB030.A0114.unmapped	EXB037.A2901.unmapped	EXB037.A3301.unmapped
"Pseudomonas cichorii"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas syringae"	692.0	5072.0	1851.0	98.0	1340.0	1.0	166.0	913.0	7608.0	318.0	701.0
"Pseudomonas amygdali"	0.0	0.0	0.0	10.0	0.0	0.0	14.0	9.0	20.0	0.0	0.0
"Pseudomonas viridiflava"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Pseudomonas yamanorum"	127.0	39.0	629.0	15.0	0.0	0.0	23.0	89.0	22.0	147.0	1341.0
"Pseudomonas sp. 02C 26"	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas sp. 21"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0
"Pseudomonas sp. 24 E 13"	229.0	303.0	0.0	474.0	560.0	0.0	2454.0	247.0	66.0	1705.0	0.0
"Pseudomonas sp. 382"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0
"Pseudomonas sp. FDAARGOS_380"	0.0	0.0	20.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas sp. GM24"	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas sp. HMSC066A08"	291.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.0	490.0
"Pseudomonas sp. NC02"	1398.0	29.0	9401.0	21.0	0.0	4.0	16.0	7.0	22.0	853.0	19907.0
"Pseudomonas sp. NS1(2017)"	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0
"Pseudomonas sp. phDV1"	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	17.0	0.0	0.0
"Pseudomonas sp. R9.37"	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas sp. Root9"	417.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	341.0	523.0
"Pseudomonas sp. S09G 359"	164.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas sp. TKP"	0.0	0.0	19.0	19.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0
"Pseudomonas sp. TMW 2.1634"	0.0	0.0	0.0	9.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Pseudomonas sp. URMO17WK12:I2"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Francisellaceae bacterium"	0.0	64.0	102.0	26.0	96.0	0.0	44.0	29.0	176.0	61.0	0.0
"gamma proteobacterium L18"	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0
"Vibrio sp. S234-5"	0.0	0.0	0.0	17.0	0.0	0.0	26.0	12.0	49.0	0.0	0.0
"Vibrio cholerae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
"Vibrio cyclitrophicus"	0.0	32.0	23.0	0.0	0.0	0.0	24.0	10.0	19.0	0.0	0.0
"Vibrio fortis"	0.0	28.0	0.0	20.0	0.0	0.0	37.0	28.0	87.0	36.0	0.0
"Vibrio campbellii"	0.0	0.0	11.0	20.0	0.0	0.0	33.0	14.0	43.0	0.0	0.0
"Vibrio owensii"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0
"Vibrio parahaemolyticus"	67.0	59.0	12.0	64.0	104.0	0.0	94.0	60.0	177.0	71.0	65.0
"Vibrio rotiferianus"	120.0	152.0	44.0	82.0	211.0	0.0	165.0	76.0	355.0	119.0	97.0
"Vibrio metoecus"	0.0	19.0	32.0	18.0	0.0	0.0	28.0	21.0	53.0	0.0	0.0
"Vibrio splendidus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Vibrio vulnificus"	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	27.0	0.0	0.0
"Aquimonas voraii"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	8.0	0.0	0.0	0.0
"Dokdonella immobilis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
"Dyella japonica"	102.0	0.0	13.0	15.0	0.0	0.0	34.0	34.0	50.0	35.0	0.0
"Dyella jiangningensis"	125.0	96.0	0.0	344.0	342.0	0.0	170.0	45.0	343.0	87.0	130.0
"Dyella thiooxydans"	141.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
"Dyella sp. 4G-K06"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
"Dyella sp. 4MSK11"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
"Dyella sp. DHG54"	44.0	0.0	12.0	0.0	0.0	0.0	15.0	11.0	19.0	0.0	0.0
"Dyella sp. OK004"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
"Frateuria aurantia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
"Frateuria terrea"	56.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	39.0	0.0
"Frateuria sp. Soil773"	176.0	0.0	30.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	95.0
"Fulvimonas soli"	177.0	0.0	14.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	129.0
"Luteibacter rhizovicinus"	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0
"Luteibacter sp. 329MFSha"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	6.0	0.0	0.0	0.0
"Luteibacter sp. UNC138MFCol5.1"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Luteibacter sp. UNCMF331Sha3.1"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Luteibacter sp. UNCMF366Tsu5.1"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Metallibacterium scheffleri"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
"Mizugakiibacter sediminis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
"Oleiagrimonas soli"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	0.0	69.0	0.0
"Rhodanobacter denitrificans"	139.0	0.0	12.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	81.0
"Rhodanobacter glycinis"	144.0	0.0	14.0	0.0	0.0	0.0	0.0	25.0	0.0	44.0	79.0
"Rhodanobacter sp. OR444"	121.0	0.0	0.0	0.0	0.0	0.0	10.0	16.0	0.0	0.0	64.0
"Rhodanobacter sp. OR87"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
"Rhodanobacter sp. Root561"	76.0	0.0	18.0	20.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
"Rhodanobacter sp. Root627"	49.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	30.0	62.0
"Rhodanobacter sp. Soil772"	58.0	0.0	12.0	0.0	0.0	0.0	11.0	19.0	0.0	0.0	0.0
"Rudaea cellulosilytica"	79.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0
"Arenimonas caeni"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
"Arenimonas composti"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
"Luteimonas mephitis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0
"Luteimonas sp. JM171"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	10.0	0.0	0.0	0.0
"Lysobacter antibioticus"	0.0	23.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Lysobacter enzymogenes"	124.0	60.0	19.0	145.0	109.0	0.0	154.0	0.0	100.0	0.0	176.0
"Pseudoxanthomonas spadix"	132.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0
"Pseudoxanthomonas suwonensis"	44.0	0.0	0.0	0.0	119.0	0.0	21.0	19.0	17.0	42.0	0.0
"Pseudoxanthomonas wuyuanensis"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudoxanthomonas sp. J31"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Pseudoxanthomonas sp. Root630"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	6.0	0.0	29.0	0.0
"Pseudoxanthomonas sp. Root65"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Silanimonas lenta"	0.0	0.0	0.0	0.0	240.0	0.0	0.0	0.0	0.0	0.0	0.0
"Stenotrophomonas acidaminiphila"	58.0	0.0	11.0	0.0	0.0	0.0	0.0	17.0	0.0	81.0	127.0
"Stenotrophomonas maltophilia"	4531.0	47.0	70.0	54.0	146.0	0.0	51.0	62.0	80.0	4388.0	7929.0
"Stenotrophomonas pavanii"	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	120.0
"Stenotrophomonas rhizophila"	0.0	34.0	13.0	0.0	0.0	0.0	14.0	9.0	0.0	0.0	0.0
"Stenotrophomonas sp. CC120223-11"	283.0	0.0	14.0	0.0	0.0	0.0	0.0	7.0	0.0	288.0	390.0
"Stenotrophomonas sp. HMSC10F07"	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	105.0
"Stenotrophomonas sp. Leaf70"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	73.0
"Stenotrophomonas sp. LM091"	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0
"Stenotrophomonas sp. SKA14"	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	187.0
"Stenotrophomonas sp. WZN-1"	731.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	742.0	1250.0
"Thermomonas fusca"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
"Thermomonas haemolytica"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Thermomonas hydrothermalis"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	8.0	17.0	0.0	0.0
"Xanthomonadaceae bacterium"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Xanthomonas sp. Mitacek01"	0.0	38.0	0.0	12.0	2173.0	0.0	0.0	0.0	0.0	0.0	0.0
"Xanthomonas albilineans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Xanthomonas campestris"	214.0	134.0	24.0	253.0	557.0	0.0	209.0	11.0	389.0	47.0	324.0
"Xanthomonas citri"	0.0	0.0	10.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"Xanthomonas fragariae"	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
"Xanthomonas phaseoli"	0.0	0.0	11.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
"Xanthomonas sacchari"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Xanthomonas translucens"	59.0	34.0	0.0	0.0	140.0	0.0	15.0	23.0	0.0	58.0	77.0
"Xanthomonas vasicola"	65.0	79.0	87.0	75.0	137.0	0.0	100.0	49.0	221.0	111.0	89.0
"Hydrogenophilus thermoluteolus"	0.0	0.0	0.0	0.0	90.0	0.0	11.0	0.0	0.0	0.0	0.0
"Tepidiphilus thermophilus"	44.0	0.0	0.0	0.0	122.0	0.0	13.0	0.0	18.0	116.0	0.0
"Bdellovibrio bacteriovorus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	26.0	0.0	0.0
"Parachlamydia acanthamoebae"	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
"Gemmata obscuriglobus"	58.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	37.0	33.0	0.0
"Gemmata sp. SH-PL17"	63.0	26.0	0.0	0.0	0.0	0.0	23.0	0.0	27.0	38.0	0.0
"Zavarzinella formosa"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
"Paludisphaera borealis"	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0
"Singulisphaera acidiphila"	74.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	19.0	35.0	0.0
"Planctomyces sp. SH-PL14"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
"Planctomyces sp. SH-PL62"	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Schlesneria paludicola"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
"Lacunisphaera limnophila"	0.0	43.0	0.0	0.0	109.0	0.0	15.0	0.0	0.0	0.0	0.0
"Opitutus sp. GAS368"	0.0	54.0	0.0	0.0	215.0	0.0	16.0	0.0	0.0	0.0	0.0
"Opitutaceae bacterium TAV4"	48.0	72.0	12.0	32.0	101.0	0.0	63.0	40.0	142.0	59.0	0.0
"Chthoniobacter flavus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Verrucomicrobia bacterium"	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Prosthecobacter debontii"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	6.0	0.0	0.0	0.0
"Roseimicrobium gellanilyticum"	0.0	20.0	0.0	0.0	0.0	0.0	16.0	0.0	17.0	0.0	0.0
"Verrucomicrobium spinosum"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Leptospira interrogans"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	13.0	23.0	0.0	0.0
"Treponema denticola"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	64.0	0.0	0.0
"Treponema lecithinolyticum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
"Treponema maltophilum"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	59.0	32.0	0.0	0.0
"Treponema medium"	0.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0
"Treponema primitia"	0.0	0.0	0.0	13.0	0.0	0.0	16.0	6.0	40.0	0.0	0.0
"Treponema socranskii"	0.0	0.0	0.0	13.0	117.0	0.0	0.0	69.0	35.0	0.0	0.0
"Aminomonas paucivorans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
"Actinobaculum sp. oral taxon 183"	0.0	0.0	0.0	0.0	310.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces culturomici"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces dentalis"	46.0	77.0	0.0	51.0	2321.0	0.0	23.0	646.0	202.0	102.0	143.0
"Actinomyces gerencseriae"	84.0	0.0	0.0	0.0	101.0	0.0	10.0	17.0	0.0	0.0	0.0
"Actinomyces graevenitzii"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces israelii"	0.0	0.0	0.0	0.0	197.0	0.0	79.0	242.0	112.0	53.0	72.0
"Actinomyces johnsonii"	0.0	0.0	0.0	0.0	935.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces massiliensis"	278.0	0.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces naeslundii"	96.0	49.0	0.0	22.0	1420.0	0.0	27.0	19.0	31.0	33.0	0.0
"Actinomyces oris"	189.0	52.0	21.0	17.0	870.0	0.0	0.0	22.0	0.0	71.0	574.0
"Actinomyces ruminicola"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0
"Actinomyces sp. HMSC075C01"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Actinomyces sp. HPA0247"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces sp. oral taxon 170"	0.0	0.0	0.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces sp. oral taxon 171"	0.0	33.0	12.0	17.0	0.0	0.0	20.0	27.0	85.0	0.0	0.0
"Actinomyces sp. oral taxon 414"	0.0	0.0	0.0	27.0	498.0	0.0	0.0	225.0	30.0	54.0	85.0
"Actinomyces sp. oral taxon 448"	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces sp. oral taxon 848"	0.0	0.0	0.0	0.0	446.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces sp. oral taxon 849"	0.0	0.0	0.0	0.0	165.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces sp. oral taxon 877"	0.0	0.0	0.0	0.0	229.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces sp. oral taxon 897"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
"Actinotignum timonense"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	78.0	0.0	0.0	0.0
"Schaalia cardiffensis"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Schaalia odontolytica"	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	63.0
"Varibaculum cambriense"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0
"Actinomycetales bacterium"	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
"Alloscardovia sp. HMSC034E08"	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0
"Bifidobacterium boum"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Bifidobacterium dentium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0
"Bifidobacterium pseudocatenulatum"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Bifidobacterium thermophilum"	58.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Gardnerella vaginalis"	157.0	0.0	24.0	0.0	0.0	0.0	63.0	7.0	0.0	124.0	69.0
"Scardovia wiggsiae"	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Candidatus Planktophila dulcis"	0.0	25.0	0.0	0.0	182.0	0.0	0.0	6.0	21.0	0.0	0.0
"Candidatus Planktophila lacus"	0.0	21.0	0.0	0.0	136.0	0.0	0.0	8.0	45.0	0.0	0.0
"Candidatus Planktophila sulfonica"	0.0	100.0	0.0	0.0	648.0	0.0	51.0	30.0	139.0	36.0	0.0
"Candidatus Planktophila versatilis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0
"Catenulispora acidiphila"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium atypicum"	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
"Corynebacterium aurimucosum"	405.0	88.0	205.0	0.0	173.0	0.0	40.0	0.0	0.0	188.0	427.0
"Corynebacterium doosanense"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	846.0
"Corynebacterium durum"	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium fournierii"	0.0	19.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium glutamicum"	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	63.0
"Corynebacterium ihumii"	211.0	213.0	275.0	9.0	108.0	0.0	0.0	0.0	0.0	50.0	123.0
"Corynebacterium jeikeium"	60.0	22.0	20.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Corynebacterium kroppenstedtii"	65.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0
"Corynebacterium maris"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium matruchotii"	54.0	23.0	0.0	0.0	1487.0	0.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium minutissimum"	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0
"Corynebacterium otitidis"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Corynebacterium pollutisoli"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	31.0	0.0
"Corynebacterium provencense"	0.0	0.0	0.0	0.0	0.0	0.0	215.0	0.0	0.0	0.0	0.0
"Corynebacterium pseudogenitalium"	340.0	79.0	231.0	0.0	190.0	0.0	98.0	0.0	0.0	197.0	433.0
"Corynebacterium ureicelerivorans"	109.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	96.0
"Corynebacterium urinapleomorphum"	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium variabile"	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Corynebacterium vitaeruminis"	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium xerosis"	0.0	94.0	0.0	0.0	286.0	0.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium sp. HMSC034A01"	0.0	25.0	17.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Corynebacterium sp. HMSC04H06"	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium sp. HMSC05E07"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Corynebacterium sp. HMSC05H05"	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0
"Corynebacterium sp. HMSC078H07"	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0
"Lawsonella clevelandensis"	71.0	0.0	0.0	0.0	475.0	0.0	0.0	0.0	0.0	30.0	0.0
"Dietzia cinnamea"	0.0	22.0	0.0	0.0	154.0	0.0	0.0	0.0	0.0	0.0	0.0
"Dietzia lutea"	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	0.0	0.0
"Dietzia psychralcaliphila"	0.0	56.0	10.0	0.0	135.0	0.0	0.0	0.0	0.0	0.0	0.0
"Dietzia sp. oral taxon 368"	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Dietzia sp. UCD-THP"	0.0	28.0	15.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0
"Gordonia polyisoprenivorans"	155.0	30.0	154.0	53.0	195.0	0.0	14.0	6.0	32.0	0.0	306.0
"Gordonia terrae"	0.0	0.0	0.0	0.0	443.0	0.0	0.0	0.0	0.0	0.0	0.0
"Gordonia sp. IITR100"	0.0	0.0	32.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium asiaticum"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium avium"	0.0	86.0	51.0	28.0	0.0	0.0	17.0	11.0	54.0	0.0	82.0
"Mycobacterium chimaera"	83.0	61.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0
"Mycobacterium colombiense"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium bohemicum"	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium dioxanotrophicus"	0.0	26.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium gordonae"	132.0	0.0	807.0	18.0	0.0	0.0	32.0	0.0	0.0	88.0	297.0
"Mycobacterium kansasii"	95.0	116.0	320.0	99.0	165.0	0.0	104.0	54.0	202.0	125.0	141.0
"Mycobacterium marinum"	0.0	24.0	0.0	0.0	0.0	0.0	15.0	12.0	25.0	0.0	0.0
"Mycobacterium paragordonae"	49.0	23.0	138.0	0.0	0.0	1.0	16.0	0.0	0.0	0.0	0.0
"Mycobacterium montefiorense"	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0
"Mycobacterium parascrofulaceum"	237.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0
"Mycobacterium shigaense"	0.0	0.0	28.0	0.0	0.0	0.0	0.0	7.0	27.0	0.0	0.0
"Mycobacterium triplex"	189.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	274.0
"Mycobacterium tuberculosis"	65.0	46.0	51.0	42.0	131.0	0.0	42.0	22.0	69.0	88.0	138.0
"Mycobacterium sp. 360MFTsu5.1"	0.0	0.0	0.0	9.0	152.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. AT1"	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. djl-10"	0.0	135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. JLS"	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. JS623"	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. KMS"	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. M26"	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. MS1601"	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. QGD 101"	0.0	45.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. QIA-37"	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. Root135"	0.0	28.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. Root265"	0.0	27.0	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. Soil538"	0.0	117.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. UM_NYF"	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. UM_WWY"	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. UNC267MFSha1.1M11"	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
